S.No,CHK_ACCT,Duration,History,Purpose of credit,Credit Amount,Balance in Savings A/C,Employment,Install_rate,Marital status,Co-applicant,Present Resident,Real Estate,Age,Other installment,Residence,Num_Credits,Job,No. dependents,Phone,Foreign,Credit classification
801,no-account,24, critical, education,1597, less100DM, over-seven,4, single-male, none,4, none,54, none, free,2, skilled,2, yes, yes, good.
802,less-200DM,18, critical, radio-tv,1795, less100DM, over-seven,3, female-divorced, guarantor,4, real-estate,48, bank, rent,2, unskilled-resident,1, no, yes, good.
803,0DM,20, critical, furniture,4272, less100DM, over-seven,1, female-divorced, none,4, building-society,24, none, own,2, skilled,1, yes, yes, good.
804,no-account,12, critical, radio-tv,976, unknown, over-seven,4, single-male, none,4, car,35, none, own,2, skilled,1, yes, yes, good.
805,less-200DM,12, duly-till-now, new-car,7472, unknown, unemployed,1, female-divorced, none,2, real-estate,24, none, rent,1, unemployed-non-resident,1, yes, yes, good.
806,0DM,36, duly-till-now, new-car,9271, less100DM, seven-years,2, single-male, none,1, car,24, none, own,1, skilled,1, no, yes, bad.
807,less-200DM,6, duly-till-now, radio-tv,590, less100DM, one-year,3, married-male, none,3, real-estate,26, none, own,1, unskilled-resident,1, yes, no, good.
808,no-account,12, critical, radio-tv,930, unknown, over-seven,4, single-male, none,4, real-estate,65, none, own,4, skilled,1, yes, yes, good.
809,less-200DM,42, bank-paid-duly, used-car,9283, less100DM, unemployed,1, single-male, none,2, none,55, bank, free,1, management,1, no, yes, good.
810,less-200DM,15, all-paid-duly, new-car,1778, less100DM, one-year,2, female-divorced, none,1, real-estate,26, none, rent,2, unemployed-non-resident,1, yes, yes, bad.
811,less-200DM,8, duly-till-now, business,907, less100DM, one-year,3, married-male, none,2, real-estate,26, none, own,1, skilled,1, no, yes, good.
812,less-200DM,6, duly-till-now, radio-tv,484, less100DM, seven-years,3, married-male, guarantor,3, real-estate,28, bank, own,1, unskilled-resident,1, yes, yes, good.
813,0DM,36, critical, used-car,9629, less100DM, seven-years,4, single-male, none,4, car,24, none, own,2, skilled,1, no, yes, bad.
814,0DM,48, duly-till-now, domestic-app,3051, less100DM, four-years,3, single-male, none,4, car,54, none, own,1, skilled,1, yes, yes, bad.
815,0DM,48, duly-till-now, new-car,3931, less100DM, seven-years,4, single-male, none,4, none,46, none, free,1, skilled,2, yes, yes, bad.
816,less-200DM,36, delay, new-car,7432, less100DM, four-years,2, female-divorced, none,2, building-society,54, none, rent,1, skilled,1, yes, yes, good.
817,no-account,6, duly-till-now, domestic-app,1338, less1000DM, four-years,1, male-divorced, none,4, real-estate,62, none, own,1, skilled,1, yes, yes, good.
818,no-account,6, critical, radio-tv,1554, less100DM, seven-years,1, female-divorced, none,2, car,24, none, rent,2, skilled,1, no, yes, good.
819,0DM,36, duly-till-now, others,15857, less100DM, unemployed,2, male-divorced, co-applicant,3, car,43, none, own,1, management,1, yes, yes, good.
820,0DM,18, duly-till-now, radio-tv,1345, less100DM, four-years,4, married-male, none,3, real-estate,26, bank, own,1, skilled,1, yes, yes, bad.
821,no-account,12, duly-till-now, new-car,1101, less100DM, four-years,3, married-male, none,2, real-estate,27, none, own,2, skilled,1, no, yes, good.
822,over-200DM,12, duly-till-now, radio-tv,3016, less100DM, four-years,3, married-male, none,1, car,24, none, own,1, skilled,1, yes, yes, good.
823,0DM,36, duly-till-now, furniture,2712, less100DM, over-seven,2, single-male, none,2, building-society,41, bank, own,1, skilled,2, yes, yes, bad.
824,0DM,8, critical, new-car,731, less100DM, over-seven,4, single-male, none,4, real-estate,47, none, own,2, unskilled-resident,1, yes, yes, good.
825,no-account,18, critical, furniture,3780, less100DM, one-year,3, male-divorced, none,2, car,35, none, own,2, management,1, no, yes, good.
826,0DM,21, critical, new-car,1602, less100DM, over-seven,4, married-male, none,3, car,30, none, own,2, skilled,1, no, yes, good.
827,0DM,18, critical, new-car,3966, less100DM, over-seven,1, female-divorced, none,4, real-estate,33, bank, rent,3, skilled,1, no, yes, bad.
828,no-account,18, all-paid-duly, business,4165, less100DM, four-years,2, single-male, none,2, car,36, stores, own,2, skilled,2, yes, yes, bad.
829,0DM,36, duly-till-now, used-car,8335, unknown, over-seven,3, single-male, none,4, none,47, none, free,1, skilled,1, yes, yes, bad.
830,less-200DM,48, delay, business,6681, unknown, four-years,4, single-male, none,4, none,38, none, free,1, skilled,2, no, yes, good.
831,no-account,24, delay, business,2375, less1000DM, four-years,4, single-male, none,2, car,44, none, own,2, skilled,2, no, yes, good.
832,0DM,18, duly-till-now, new-car,1216, less100DM, one-year,4, female-divorced, none,3, car,23, none, rent,1, skilled,1, no, yes, bad.
833,0DM,45, all-paid-duly, business,11816, less100DM, over-seven,2, single-male, none,4, car,29, none, rent,2, skilled,1, yes, yes, bad.
834,less-200DM,24, duly-till-now, radio-tv,5084, unknown, over-seven,2, female-divorced, none,4, car,42, none, own,1, skilled,1, no, yes, good.
835,over-200DM,15, duly-till-now, radio-tv,2327, less100DM, one-year,2, female-divorced, none,3, real-estate,25, none, own,1, unskilled-resident,1, yes, yes, bad.
836,0DM,12, all-paid-duly, new-car,1082, less100DM, four-years,4, single-male, none,4, car,48, bank, own,2, skilled,1, yes, yes, bad.
837,no-account,12, duly-till-now, radio-tv,886, unknown, four-years,4, female-divorced, none,2, car,21, none, own,1, skilled,1, yes, yes, good.
838,no-account,4, duly-till-now, furniture,601, less100DM, one-year,1, female-divorced, none,3, real-estate,23, none, rent,1, unskilled-resident,2, yes, yes, good.
839,0DM,24, critical, used-car,2957, less100DM, over-seven,4, single-male, none,4, building-society,63, none, own,2, skilled,1, no, yes, good.
840,no-account,24, critical, radio-tv,2611, less100DM, over-seven,4, married-male, co-applicant,3, real-estate,46, none, own,2, skilled,1, yes, yes, good.
841,0DM,36, duly-till-now, furniture,5179, less100DM, seven-years,4, single-male, none,2, building-society,29, none, own,1, skilled,1, yes, yes, bad.
842,no-account,21, delay, used-car,2993, less100DM, four-years,3, single-male, none,2, real-estate,28, stores, own,2, unskilled-resident,1, yes, yes, good.
843,no-account,18, duly-till-now, repairs,1943, less100DM, one-year,4, female-divorced, none,4, real-estate,23, none, own,1, skilled,1, yes, yes, bad.
844,no-account,24, bank-paid-duly, business,1559, less100DM, seven-years,4, single-male, none,4, car,50, bank, own,1, skilled,1, no, yes, good.
845,no-account,18, duly-till-now, furniture,3422, less100DM, over-seven,4, single-male, none,4, building-society,47, bank, own,3, skilled,2, no, yes, good.
846,less-200DM,21, duly-till-now, furniture,3976, unknown, seven-years,2, single-male, none,3, car,35, none, own,1, skilled,1, no, yes, good.
847,no-account,18, duly-till-now, new-car,6761, unknown, four-years,2, single-male, none,4, car,68, none, rent,2, skilled,1, yes, yes, bad.
848,no-account,24, duly-till-now, new-car,1249, less100DM, one-year,4, married-male, none,2, real-estate,28, none, own,1, skilled,1, yes, yes, good.
849,0DM,9, duly-till-now, radio-tv,1364, less100DM, seven-years,3, single-male, none,4, real-estate,59, none, own,1, skilled,1, yes, yes, good.
850,0DM,12, duly-till-now, radio-tv,709, less100DM, over-seven,4, single-male, none,4, real-estate,57, stores, own,1, unskilled-resident,1, yes, yes, bad.
851,0DM,20, critical, new-car,2235, less100DM, four-years,4, married-male, guarantor,2, building-society,33, bank, rent,2, skilled,1, yes, no, bad.
852,no-account,24, critical, used-car,4042, unknown, seven-years,3, single-male, none,4, building-society,43, none, own,2, skilled,1, no, yes, good.
853,no-account,15, critical, radio-tv,1471, less100DM, four-years,4, single-male, none,4, none,35, none, free,2, skilled,1, no, yes, good.
854,0DM,18, bank-paid-duly, new-car,1442, less100DM, seven-years,4, single-male, none,4, none,32, none, free,2, unskilled-resident,2, yes, yes, bad.
855,no-account,36, delay, new-car,10875, less100DM, over-seven,2, single-male, none,2, car,45, none, own,2, skilled,2, no, yes, good.
856,no-account,24, duly-till-now, new-car,1474, less500DM, one-year,4, married-male, none,3, real-estate,33, none, own,1, skilled,1, no, yes, good.
857,no-account,10, duly-till-now, retraining,894, unknown, seven-years,4, female-divorced, none,3, building-society,40, none, own,1, skilled,1, no, yes, good.
858,no-account,15, critical, furniture,3343, less100DM, four-years,4, single-male, none,2, none,28, none, free,1, skilled,1, no, yes, good.
859,0DM,15, duly-till-now, new-car,3959, less100DM, four-years,3, female-divorced, none,2, building-society,29, none, own,1, skilled,1, no, yes, bad.
860,no-account,9, duly-till-now, new-car,3577, less500DM, four-years,1, single-male, guarantor,2, real-estate,26, none, rent,1, skilled,2, yes, no, good.
861,no-account,24, critical, used-car,5804, over1000DM, four-years,4, single-male, none,2, real-estate,27, none, own,2, skilled,1, yes, yes, good.
862,no-account,18, delay, business,2169, less100DM, four-years,4, married-male, none,2, car,28, none, own,1, skilled,1, no, yes, bad.
863,0DM,24, duly-till-now, radio-tv,2439, less100DM, one-year,4, female-divorced, none,4, real-estate,35, none, own,1, skilled,1, no, yes, bad.
864,no-account,27, critical, furniture,4526, over1000DM, one-year,4, single-male, none,2, real-estate,32, stores, own,2, unskilled-resident,2, no, yes, good.
865,no-account,10, duly-till-now, furniture,2210, less100DM, four-years,2, single-male, none,2, real-estate,25, bank, rent,1, unskilled-resident,1, yes, yes, bad.
866,no-account,15, duly-till-now, furniture,2221, less1000DM, four-years,2, female-divorced, none,4, car,20, none, rent,1, skilled,1, yes, yes, good.
867,0DM,18, duly-till-now, radio-tv,2389, less100DM, one-year,4, female-divorced, none,1, car,27, stores, own,1, skilled,1, yes, yes, good.
868,no-account,12, critical, furniture,3331, less100DM, over-seven,2, single-male, none,4, building-society,42, stores, own,1, skilled,1, yes, yes, good.
869,no-account,36, duly-till-now, business,7409, unknown, over-seven,3, single-male, none,2, building-society,37, none, own,2, skilled,1, yes, yes, good.
870,0DM,12, duly-till-now, furniture,652, less100DM, over-seven,4, female-divorced, none,4, building-society,24, none, rent,1, skilled,1, yes, yes, good.
871,no-account,36, delay, furniture,7678, less1000DM, seven-years,2, female-divorced, none,4, car,40, none, own,2, skilled,1, no, yes, good.
872,over-200DM,6, critical, new-car,1343, less100DM, over-seven,1, single-male, none,4, real-estate,46, none, own,2, skilled,2, yes, no, good.
873,0DM,24, critical, business,1382, less500DM, seven-years,4, single-male, none,1, real-estate,26, none, own,2, skilled,1, no, yes, good.
874,no-account,15, duly-till-now, domestic-app,874, unknown, one-year,4, female-divorced, none,1, real-estate,24, none, own,1, skilled,1, yes, yes, good.
875,0DM,12, duly-till-now, furniture,3590, less100DM, four-years,2, single-male, co-applicant,2, building-society,29, none, own,1, unskilled-resident,2, yes, yes, good.
876,less-200DM,11, critical, new-car,1322, over1000DM, four-years,4, female-divorced, none,4, car,40, none, own,2, skilled,1, yes, yes, good.
877,0DM,18, bank-paid-duly, radio-tv,1940, less100DM, one-year,3, single-male, co-applicant,4, none,36, bank, free,1, management,1, no, yes, good.
878,no-account,36, duly-till-now, radio-tv,3595, less100DM, over-seven,4, single-male, none,2, car,28, none, own,1, skilled,1, yes, yes, good.
879,0DM,9, duly-till-now, new-car,1422, less100DM, one-year,3, single-male, none,2, none,27, none, free,1, management,1, no, yes, bad.
880,no-account,30, critical, radio-tv,6742, unknown, seven-years,2, single-male, none,3, building-society,36, none, own,2, skilled,1, yes, yes, good.
881,no-account,24, duly-till-now, used-car,7814, less100DM, seven-years,3, single-male, none,3, car,38, none, own,1, management,1, no, yes, good.
882,no-account,24, duly-till-now, used-car,9277, unknown, four-years,2, male-divorced, none,4, none,48, none, free,1, skilled,1, no, yes, good.
883,less-200DM,30, critical, new-car,2181, unknown, over-seven,4, single-male, none,4, real-estate,36, none, own,2, skilled,1, yes, yes, good.
884,no-account,18, critical, radio-tv,1098, less100DM, unemployed,4, female-divorced, none,4, car,65, none, own,2, unemployed-non-resident,1, yes, yes, good.
885,less-200DM,24, duly-till-now, furniture,4057, less100DM, seven-years,3, male-divorced, none,3, car,43, none, own,1, skilled,1, no, yes, bad.
886,0DM,12, duly-till-now, education,795, less100DM, one-year,4, female-divorced, none,4, building-society,53, none, own,1, skilled,1, yes, yes, bad.
887,less-200DM,24, critical, business,2825, unknown, seven-years,4, single-male, none,3, none,34, none, own,2, skilled,2, no, yes, good.
888,less-200DM,48, duly-till-now, business,15672, less100DM, four-years,2, single-male, none,2, car,23, none, own,1, skilled,1, no, yes, bad.
889,no-account,36, critical, new-car,6614, less100DM, over-seven,4, single-male, none,4, car,34, none, own,2, management,1, no, yes, good.
890,no-account,28, bank-paid-duly, used-car,7824, unknown, one-year,3, single-male, guarantor,4, real-estate,40, bank, rent,2, skilled,2, no, yes, good.
891,0DM,27, critical, business,2442, less100DM, over-seven,4, single-male, none,4, car,43, stores, own,4, management,2, no, yes, good.
892,no-account,15, critical, radio-tv,1829, less100DM, over-seven,4, single-male, none,4, car,46, none, own,2, skilled,1, no, yes, good.
893,0DM,12, critical, new-car,2171, less100DM, four-years,4, single-male, none,4, building-society,38, bank, own,2, unskilled-resident,1, yes, no, good.
894,less-200DM,36, critical, used-car,5800, less100DM, four-years,3, single-male, none,4, car,34, none, own,2, skilled,1, no, yes, good.
895,no-account,18, critical, radio-tv,1169, unknown, four-years,4, single-male, none,3, building-society,29, none, own,2, skilled,1, no, yes, good.
896,no-account,36, delay, used-car,8947, unknown, seven-years,3, single-male, none,2, car,31, stores, own,1, management,2, no, yes, good.
897,0DM,21, duly-till-now, radio-tv,2606, less100DM, one-year,4, female-divorced, none,4, building-society,28, none, rent,1, management,1, no, yes, good.
898,no-account,12, critical, furniture,1592, over1000DM, seven-years,3, female-divorced, none,2, building-society,35, none, own,1, skilled,1, yes, no, good.
899,no-account,15, duly-till-now, furniture,2186, unknown, seven-years,1, female-divorced, none,4, real-estate,33, bank, rent,1, unskilled-resident,1, yes, yes, good.
900,0DM,18, duly-till-now, furniture,4153, less100DM, four-years,2, single-male, co-applicant,3, car,42, none, own,1, skilled,1, yes, yes, bad.
901,0DM,16, critical, new-car,2625, less100DM, over-seven,2, single-male, guarantor,4, building-society,43, bank, rent,1, skilled,1, no, yes, bad.
902,no-account,20, critical, new-car,3485, unknown, one-year,2, male-divorced, none,4, real-estate,44, none, own,2, skilled,1, no, yes, good.
903,no-account,36, critical, used-car,10477, unknown, over-seven,2, single-male, none,4, none,42, none, free,2, skilled,1, yes, yes, good.
904,no-account,15, duly-till-now, radio-tv,1386, unknown, four-years,4, married-male, none,2, real-estate,40, none, rent,1, skilled,1, no, yes, good.
905,no-account,24, duly-till-now, radio-tv,1278, less100DM, over-seven,4, single-male, none,1, real-estate,36, none, own,1, management,1, no, yes, good.
906,0DM,12, duly-till-now, radio-tv,1107, less100DM, four-years,2, single-male, none,2, real-estate,20, none, rent,1, management,2, no, yes, good.
907,0DM,21, duly-till-now, new-car,3763, unknown, seven-years,2, single-male, co-applicant,2, real-estate,24, none, own,1, unskilled-resident,1, yes, no, good.
908,less-200DM,36, duly-till-now, education,3711, unknown, four-years,2, married-male, none,2, car,27, none, own,1, skilled,1, yes, yes, good.
909,no-account,15, delay, used-car,3594, less100DM, one-year,1, female-divorced, none,2, building-society,46, none, own,2, unskilled-resident,1, yes, yes, good.
910,less-200DM,9, duly-till-now, new-car,3195, unknown, four-years,1, female-divorced, none,2, real-estate,33, none, own,1, unskilled-resident,1, yes, yes, good.
911,no-account,36, delay, radio-tv,4454, less100DM, four-years,4, female-divorced, none,4, real-estate,34, none, own,2, skilled,1, yes, yes, good.
912,less-200DM,24, critical, furniture,4736, less100DM, one-year,2, female-divorced, none,4, car,25, bank, own,1, unskilled-resident,1, yes, yes, bad.
913,less-200DM,30, duly-till-now, radio-tv,2991, unknown, over-seven,2, female-divorced, none,4, car,25, none, own,1, skilled,1, yes, yes, good.
914,no-account,11, duly-till-now, business,2142, over1000DM, over-seven,1, male-divorced, none,2, real-estate,28, none, own,1, skilled,1, no, yes, good.
915,0DM,24, bank-paid-duly, business,3161, less100DM, four-years,4, single-male, none,2, building-society,31, none, rent,1, skilled,1, no, yes, bad.
916,less-200DM,48, all-paid-duly, others,18424, less100DM, four-years,1, female-divorced, none,2, building-society,32, bank, own,1, management,1, no, no, bad.
917,no-account,10, duly-till-now, used-car,2848, less500DM, four-years,1, single-male, co-applicant,2, real-estate,32, none, own,1, skilled,2, yes, yes, good.
918,0DM,6, duly-till-now, new-car,14896, less100DM, over-seven,1, single-male, none,4, none,68, bank, own,1, management,1, no, yes, bad.
919,0DM,24, duly-till-now, furniture,2359, less500DM, unemployed,1, male-divorced, none,1, building-society,33, none, own,1, skilled,1, yes, yes, bad.
920,0DM,24, duly-till-now, furniture,3345, less100DM, over-seven,4, single-male, none,2, building-society,39, none, rent,1, management,1, no, yes, bad.
921,no-account,18, critical, furniture,1817, less100DM, four-years,4, female-divorced, none,2, none,28, none, own,2, skilled,1, yes, yes, good.
922,no-account,48, delay, radio-tv,12749, less1000DM, seven-years,4, single-male, none,1, car,37, none, own,1, management,1, no, yes, good.
923,0DM,9, duly-till-now, radio-tv,1366, less100DM, one-year,3, female-divorced, none,4, building-society,22, none, rent,1, skilled,1, yes, yes, bad.
924,less-200DM,12, duly-till-now, new-car,2002, less100DM, seven-years,3, single-male, none,4, building-society,30, none, rent,1, skilled,2, no, yes, good.
925,0DM,24, bank-paid-duly, furniture,6872, less100DM, one-year,2, male-divorced, none,1, building-society,55, bank, own,1, skilled,1, no, yes, bad.
926,0DM,12, bank-paid-duly, new-car,697, less100DM, one-year,4, single-male, none,2, car,46, bank, own,2, skilled,1, no, yes, bad.
927,0DM,18, critical, furniture,1049, less100DM, one-year,4, female-divorced, none,4, building-society,21, none, rent,1, skilled,1, yes, yes, good.
928,0DM,48, duly-till-now, used-car,10297, less100DM, seven-years,4, single-male, none,4, none,39, stores, free,3, skilled,2, no, yes, bad.
929,no-account,30, duly-till-now, radio-tv,1867, unknown, over-seven,4, single-male, none,4, car,58, none, own,1, skilled,1, no, yes, good.
930,0DM,12, delay, new-car,1344, less100DM, four-years,4, single-male, none,2, real-estate,43, none, own,2, unskilled-resident,2, yes, yes, good.
931,0DM,24, duly-till-now, furniture,1747, less100DM, one-year,4, single-male, co-applicant,1, building-society,24, none, own,1, unskilled-resident,1, yes, no, good.
932,less-200DM,9, duly-till-now, radio-tv,1670, less100DM, one-year,4, female-divorced, none,2, car,22, none, own,1, skilled,1, no, yes, bad.
933,no-account,9, critical, new-car,1224, less100DM, four-years,3, single-male, none,1, real-estate,30, none, own,2, skilled,1, yes, yes, good.
934,no-account,12, critical, radio-tv,522, less1000DM, over-seven,4, single-male, none,4, building-society,42, none, own,2, skilled,2, no, yes, good.
935,0DM,12, duly-till-now, radio-tv,1498, less100DM, four-years,4, female-divorced, none,1, car,23, bank, own,1, skilled,1, yes, yes, good.
936,less-200DM,30, delay, radio-tv,1919, less500DM, one-year,4, single-male, none,3, none,30, stores, own,2, management,1, yes, yes, bad.
937,over-200DM,9, duly-till-now, radio-tv,745, less100DM, four-years,3, female-divorced, none,2, real-estate,28, none, own,1, unskilled-resident,1, yes, yes, bad.
938,less-200DM,6, duly-till-now, radio-tv,2063, less100DM, one-year,4, married-male, none,3, car,30, none, rent,1, management,1, no, yes, good.
939,less-200DM,60, duly-till-now, education,6288, less100DM, four-years,4, single-male, none,4, none,42, none, free,1, skilled,1, yes, yes, bad.
940,no-account,24, critical, used-car,6842, unknown, four-years,2, single-male, none,4, building-society,46, none, own,2, management,2, no, yes, good.
941,no-account,12, duly-till-now, new-car,3527, unknown, one-year,2, single-male, none,3, building-society,45, none, own,1, management,2, no, yes, good.
942,no-account,10, duly-till-now, new-car,1546, less100DM, four-years,3, single-male, none,2, real-estate,31, none, own,1, unskilled-resident,2, yes, no, good.
943,no-account,24, duly-till-now, furniture,929, unknown, seven-years,4, single-male, none,2, car,31, stores, own,1, skilled,1, no, yes, good.
944,no-account,4, critical, new-car,1455, less100DM, seven-years,2, single-male, none,1, real-estate,42, none, own,3, unskilled-resident,2, yes, yes, good.
945,0DM,15, duly-till-now, furniture,1845, less100DM, one-year,4, female-divorced, guarantor,1, building-society,46, none, rent,1, skilled,1, yes, yes, good.
946,less-200DM,48, all-paid-duly, new-car,8358, less1000DM, one-year,1, female-divorced, none,1, car,30, none, own,2, skilled,1, yes, yes, good.
947,0DM,24, bank-paid-duly, furniture,3349, less1000DM, one-year,4, single-male, none,4, none,30, none, free,1, skilled,2, no, yes, bad.
948,no-account,12, duly-till-now, new-car,2859, unknown, unemployed,4, single-male, none,4, none,38, none, own,1, management,1, no, yes, good.
949,no-account,18, duly-till-now, furniture,1533, less100DM, one-year,4, married-male, co-applicant,1, building-society,43, none, own,1, unskilled-resident,2, yes, yes, bad.
950,no-account,24, duly-till-now, radio-tv,3621, less500DM, over-seven,2, single-male, none,4, car,31, none, own,2, skilled,1, yes, yes, bad.
951,less-200DM,18, critical, business,3590, less100DM, unemployed,3, married-male, none,3, car,40, none, own,3, unemployed-non-resident,2, no, yes, good.
952,0DM,36, delay, business,2145, less100DM, seven-years,2, single-male, none,1, car,24, none, own,2, skilled,1, no, yes, bad.
953,less-200DM,24, duly-till-now, used-car,4113, less1000DM, one-year,3, female-divorced, none,4, car,28, none, rent,1, skilled,1, yes, yes, bad.
954,no-account,36, duly-till-now, furniture,10974, less100DM, unemployed,4, female-divorced, none,2, car,26, none, own,2, management,1, no, yes, bad.
955,0DM,12, duly-till-now, new-car,1893, less100DM, four-years,4, female-divorced, guarantor,4, building-society,29, none, own,1, skilled,1, no, yes, good.
956,0DM,24, critical, radio-tv,1231, over1000DM, over-seven,4, female-divorced, none,4, building-society,57, none, rent,2, management,1, no, yes, good.
957,over-200DM,30, critical, radio-tv,3656, unknown, over-seven,4, single-male, none,4, building-society,49, stores, own,2, unskilled-resident,1, yes, yes, good.
958,less-200DM,9, critical, radio-tv,1154, less100DM, over-seven,2, single-male, none,4, real-estate,37, none, own,3, unskilled-resident,1, yes, yes, good.
959,0DM,28, duly-till-now, new-car,4006, less100DM, four-years,3, single-male, none,2, car,45, none, own,1, unskilled-resident,1, yes, yes, bad.
960,less-200DM,24, duly-till-now, furniture,3069, less500DM, over-seven,4, single-male, none,4, none,30, none, free,1, skilled,1, yes, yes, good.
961,no-account,6, critical, radio-tv,1740, less100DM, over-seven,2, married-male, none,2, real-estate,30, none, rent,2, skilled,1, yes, yes, good.
962,less-200DM,21, delay, new-car,2353, less100DM, four-years,1, male-divorced, none,4, building-society,47, none, own,2, skilled,1, yes, yes, good.
963,no-account,15, duly-till-now, new-car,3556, unknown, four-years,3, single-male, none,2, none,29, none, own,1, skilled,1, yes, yes, good.
964,no-account,24, duly-till-now, radio-tv,2397, less1000DM, over-seven,3, single-male, none,2, car,35, bank, own,2, skilled,1, no, yes, bad.
965,less-200DM,6, duly-till-now, repairs,454, less100DM, one-year,3, married-male, none,1, building-society,22, none, own,1, unskilled-resident,1, yes, yes, good.
966,less-200DM,30, duly-till-now, radio-tv,1715, unknown, four-years,4, female-divorced, none,1, car,26, none, own,1, skilled,1, yes, yes, good.
967,less-200DM,27, critical, radio-tv,2520, less1000DM, four-years,4, single-male, none,2, building-society,23, none, own,2, unskilled-resident,1, yes, yes, bad.
968,no-account,15, duly-till-now, radio-tv,3568, less100DM, over-seven,4, female-divorced, none,2, car,54, bank, rent,1, management,1, no, yes, good.
969,no-account,42, duly-till-now, radio-tv,7166, unknown, seven-years,2, married-male, none,4, building-society,29, none, rent,1, skilled,1, no, yes, good.
970,0DM,11, critical, new-car,3939, less100DM, four-years,1, single-male, none,2, real-estate,40, none, own,2, unskilled-resident,2, yes, yes, good.
971,less-200DM,15, duly-till-now, repairs,1514, less500DM, four-years,4, single-male, guarantor,2, real-estate,22, none, own,1, skilled,1, yes, yes, good.
972,no-account,24, duly-till-now, new-car,7393, less100DM, four-years,1, single-male, none,4, building-society,43, none, own,1, unskilled-resident,2, yes, yes, good.
973,0DM,24, bank-paid-duly, new-car,1193, less100DM, unemployed,1, female-divorced, co-applicant,4, none,29, none, rent,2, unemployed-non-resident,1, yes, yes, bad.
974,0DM,60, duly-till-now, business,7297, less100DM, over-seven,4, single-male, co-applicant,4, none,36, none, rent,1, skilled,1, yes, yes, bad.
975,no-account,30, critical, radio-tv,2831, less100DM, four-years,4, female-divorced, none,2, car,33, none, own,1, skilled,1, no, yes, good.
976,over-200DM,24, duly-till-now, radio-tv,1258, less1000DM, four-years,3, female-divorced, none,3, car,57, none, own,1, unskilled-resident,1, yes, yes, good.
977,less-200DM,6, duly-till-now, radio-tv,753, less100DM, four-years,2, female-divorced, guarantor,3, real-estate,64, none, own,1, skilled,1, yes, yes, good.
978,less-200DM,18, delay, business,2427, unknown, over-seven,4, single-male, none,2, building-society,42, none, own,2, skilled,1, yes, yes, good.
979,no-account,24, delay, new-car,2538, less100DM, over-seven,4, single-male, none,4, car,47, none, own,2, unskilled-resident,2, yes, yes, bad.
980,less-200DM,15, bank-paid-duly, new-car,1264, less500DM, four-years,2, married-male, none,2, building-society,25, none, rent,1, skilled,1, yes, yes, bad.
981,less-200DM,30, critical, furniture,8386, less100DM, seven-years,2, single-male, none,2, building-society,49, none, own,1, skilled,1, yes, yes, bad.
982,no-account,48, duly-till-now, business,4844, less100DM, unemployed,3, single-male, none,2, car,33, bank, rent,1, management,1, no, yes, bad.
983,over-200DM,21, duly-till-now, new-car,2923, less500DM, four-years,1, female-divorced, none,1, car,28, bank, own,1, management,1, no, yes, good.
984,0DM,36, duly-till-now, used-car,8229, less100DM, four-years,2, single-male, none,2, building-society,26, none, own,1, skilled,2, yes, yes, bad.
985,no-account,24, critical, furniture,2028, less100DM, seven-years,2, single-male, none,2, building-society,30, none, own,2, unskilled-resident,1, yes, yes, good.
986,0DM,15, critical, furniture,1433, less100DM, four-years,4, female-divorced, none,3, building-society,25, none, rent,2, skilled,1, yes, yes, good.
987,over-200DM,42, all-paid-duly, business,6289, less100DM, one-year,2, male-divorced, none,1, building-society,33, none, own,2, skilled,1, yes, yes, good.
988,no-account,13, duly-till-now, radio-tv,1409, less500DM, unemployed,2, female-divorced, none,4, real-estate,64, none, own,1, skilled,1, yes, yes, good.
989,0DM,24, duly-till-now, used-car,6579, less100DM, unemployed,4, single-male, none,2, none,29, none, free,1, management,1, no, yes, good.
990,less-200DM,24, critical, radio-tv,1743, less100DM, over-seven,4, single-male, none,2, building-society,48, none, own,2, unskilled-resident,1, yes, yes, good.
991,no-account,12, critical, education,3565, unknown, one-year,2, single-male, none,1, building-society,37, none, own,2, unskilled-resident,2, yes, yes, good.
992,no-account,15, bank-paid-duly, radio-tv,1569, less500DM, over-seven,4, single-male, none,4, car,34, bank, own,1, unskilled-resident,2, yes, yes, good.
993,0DM,18, duly-till-now, radio-tv,1936, unknown, seven-years,2, married-male, none,4, car,23, none, rent,2, unskilled-resident,1, yes, yes, good.
994,0DM,36, duly-till-now, furniture,3959, less100DM, unemployed,4, single-male, none,3, building-society,30, none, own,1, management,1, no, yes, good.
995,no-account,12, duly-till-now, new-car,2390, unknown, over-seven,4, single-male, none,3, car,50, none, own,1, skilled,1, no, yes, good.
996,no-account,12, duly-till-now, furniture,1736, less100DM, seven-years,3, female-divorced, none,4, real-estate,31, none, own,1, unskilled-resident,1, yes, yes, good.
997,0DM,30, duly-till-now, used-car,3857, less100DM, four-years,4, male-divorced, none,4, building-society,40, none, own,1, management,1, no, yes, good.
998,no-account,12, duly-till-now, radio-tv,804, less100DM, over-seven,4, single-male, none,4, car,38, none, own,1, skilled,1, yes, yes, good.
999,0DM,45, duly-till-now, radio-tv,1845, less100DM, four-years,4, single-male, none,4, none,23, none, free,1, skilled,1, no, yes, bad.
1000,less-200DM,45, critical, used-car,4576, less500DM, unemployed,3, single-male, none,4, car,27, none, own,1, skilled,1, yes, yes, good.
